episode,step,timestamp,task_id,agent_id,state,action
3,2,1743066652.5021183,806,2,"[32.0, 161.0]",9
3,3,1743066652.514117,181,0,"[28.625762939453125, 80.76866149902344]",8
3,3,1743066652.514117,181,1,"[28.859708786010742, 40.72560501098633]",5
3,3,1743066652.514117,181,2,"[31.37282943725586, 115.23519897460938]",7
3,4,1743066652.5251145,493,0,"[17.054508209228516, 1.480012059211731]",8
3,4,1743066652.5251145,493,1,"[28.859708786010742, 40.72560501098633]",6
3,4,1743066652.5251145,493,2,"[31.37282943725586, 115.23519897460938]",6
3,5,1743066652.5351243,473,0,"[17.054508209228516, 1.480012059211731]",4
3,5,1743066652.5351243,473,1,"[28.859708786010742, 40.72560501098633]",3
3,5,1743066652.5351243,473,2,"[19.098737716674805, 66.84188842773438]",6
3,6,1743066652.5466292,914,0,"[17.054508209228516, 1.480012059211731]",7
3,6,1743066652.5466292,914,1,"[28.859708786010742, 40.72560501098633]",2
3,6,1743066652.5466292,914,2,"[19.098737716674805, 66.84188842773438]",2
3,7,1743066652.556631,278,0,"[17.054508209228516, 1.480012059211731]",6
3,7,1743066652.556631,278,1,"[28.859708786010742, 40.72560501098633]",4
3,7,1743066652.556631,278,2,"[19.098737716674805, 66.84188842773438]",8
3,8,1743066652.5676272,328,0,"[17.054508209228516, 1.480012059211731]",6
3,8,1743066652.5676272,328,1,"[28.859708786010742, 40.72560501098633]",2
3,8,1743066652.5686295,328,2,"[12.701422691345215, 46.4051513671875]",8
3,9,1743066652.5796263,960,0,"[17.054508209228516, 1.480012059211731]",5
3,9,1743066652.58063,960,1,"[28.859708786010742, 40.72560501098633]",2
3,9,1743066652.58063,960,2,"[12.701422691345215, 46.4051513671875]",2
3,10,1743066652.592629,477,0,"[17.054508209228516, 1.480012059211731]",7
3,10,1743066652.592629,477,1,"[28.859708786010742, 40.72560501098633]",3
3,10,1743066652.592629,477,2,"[12.701422691345215, 46.4051513671875]",6
3,11,1743066652.6036305,194,0,"[17.054508209228516, 1.480012059211731]",2
3,11,1743066652.6036305,194,1,"[28.859708786010742, 40.72560501098633]",7
3,11,1743066652.6036305,194,2,"[2.0570785999298096, 44.644134521484375]",7
3,12,1743066652.6136274,374,0,"[17.054508209228516, 1.480012059211731]",2
3,12,1743066652.6136274,374,1,"[28.859708786010742, 40.72560501098633]",5
3,12,1743066652.6146302,374,2,"[2.0570785999298096, 44.644134521484375]",7
3,13,1743066652.625627,765,0,"[17.054508209228516, 1.480012059211731]",3
3,13,1743066652.625627,765,1,"[22.632097244262695, 19.233539581298828]",3
3,13,1743066652.625627,765,2,"[2.0570785999298096, 44.644134521484375]",8
3,14,1743066652.6366348,495,0,"[17.054508209228516, 1.480012059211731]",1
3,14,1743066652.6366348,495,1,"[22.632097244262695, 19.233539581298828]",5
3,14,1743066652.6366348,495,2,"[2.0570785999298096, 44.644134521484375]",4
3,15,1743066652.6471412,803,0,"[17.054508209228516, 1.480012059211731]",5
3,15,1743066652.6471412,803,1,"[22.632097244262695, 19.233539581298828]",6
3,15,1743066652.6481411,803,2,"[2.0570785999298096, 44.644134521484375]",1
3,16,1743066652.6591418,938,0,"[17.054508209228516, 1.480012059211731]",9
3,16,1743066652.6591418,938,1,"[22.632097244262695, 19.233539581298828]",7
3,16,1743066652.6591418,938,2,"[2.0570785999298096, 44.644134521484375]",4
3,17,1743066652.6701417,555,0,"[17.054508209228516, 1.480012059211731]",7
3,17,1743066652.6701417,555,1,"[22.632097244262695, 19.233539581298828]",1
3,17,1743066652.6701417,555,2,"[2.0570785999298096, 44.644134521484375]",9
3,18,1743066652.681141,343,0,"[17.054508209228516, 1.480012059211731]",9
3,18,1743066652.681141,343,1,"[22.632097244262695, 19.233539581298828]",9
3,18,1743066652.681141,343,2,"[2.0570785999298096, 44.644134521484375]",4
3,19,1743066652.6921442,250,0,"[17.054508209228516, 1.480012059211731]",5
3,19,1743066652.6931443,250,1,"[22.632097244262695, 19.233539581298828]",9
3,19,1743066652.6931443,250,2,"[2.0570785999298096, 44.644134521484375]",9
3,20,1743066652.7041445,824,0,"[17.054508209228516, 1.480012059211731]",5
3,20,1743066652.7041445,824,1,"[22.632097244262695, 19.233539581298828]",9
3,20,1743066652.7051435,824,2,"[2.0570785999298096, 44.644134521484375]",4
3,21,1743066652.7161434,819,0,"[17.054508209228516, 1.480012059211731]",7
3,21,1743066652.7161434,819,1,"[22.632097244262695, 19.233539581298828]",1
3,21,1743066652.7161434,819,2,"[2.0570785999298096, 44.644134521484375]",5
3,22,1743066652.727146,252,0,"[17.054508209228516, 1.480012059211731]",2
3,22,1743066652.727146,252,1,"[22.632097244262695, 19.233539581298828]",6
3,22,1743066652.7281442,252,2,"[2.0570785999298096, 44.644134521484375]",9
3,23,1743066652.739152,696,0,"[17.054508209228516, 1.480012059211731]",2
3,23,1743066652.739152,696,1,"[22.632097244262695, 19.233539581298828]",6
3,23,1743066652.739152,696,2,"[2.0570785999298096, 44.644134521484375]",5
3,24,1743066652.750659,742,0,"[17.054508209228516, 1.480012059211731]",2
3,24,1743066652.750659,742,1,"[22.632097244262695, 19.233539581298828]",4
3,24,1743066652.7516592,742,2,"[2.0570785999298096, 44.644134521484375]",5
3,25,1743066652.761658,17,0,"[17.054508209228516, 1.480012059211731]",5
3,25,1743066652.761658,17,1,"[22.632097244262695, 19.233539581298828]",5
3,25,1743066652.761658,17,2,"[2.0570785999298096, 44.644134521484375]",4
3,26,1743066652.7726586,350,0,"[17.054508209228516, 1.480012059211731]",8
3,26,1743066652.773663,350,1,"[22.632097244262695, 19.233539581298828]",9
3,26,1743066652.773663,350,2,"[2.0570785999298096, 44.644134521484375]",9
3,27,1743066652.7836576,426,0,"[17.054508209228516, 1.480012059211731]",3
3,27,1743066652.7836576,426,1,"[22.632097244262695, 19.233539581298828]",4
3,27,1743066652.7836576,426,2,"[2.0570785999298096, 44.644134521484375]",5
3,28,1743066652.7956564,964,0,"[17.054508209228516, 1.480012059211731]",7
3,28,1743066652.7966564,964,1,"[15.911587715148926, 8.798108100891113]",4
3,28,1743066652.7966564,964,2,"[2.0570785999298096, 44.644134521484375]",5
3,29,1743066652.8086565,873,0,"[17.054508209228516, 1.480012059211731]",5
3,29,1743066652.8096576,873,1,"[15.911587715148926, 8.798108100891113]",6
3,29,1743066652.8096576,873,2,"[2.0570785999298096, 44.644134521484375]",4
3,30,1743066652.8212266,594,0,"[17.054508209228516, 1.480012059211731]",4
3,30,1743066652.8212266,594,1,"[15.911587715148926, 8.798108100891113]",7
3,30,1743066652.8212266,594,2,"[2.0570785999298096, 44.644134521484375]",9
3,31,1743066652.84168,437,0,"[17.054508209228516, 1.480012059211731]",9
3,31,1743066652.84168,437,1,"[15.911587715148926, 8.798108100891113]",4
3,31,1743066652.84168,437,2,"[2.0570785999298096, 44.644134521484375]",9
3,32,1743066652.8578308,434,0,"[17.054508209228516, 1.480012059211731]",7
3,32,1743066652.8579953,434,1,"[15.911587715148926, 8.798108100891113]",9
3,32,1743066652.8579953,434,2,"[2.0570785999298096, 44.644134521484375]",8
3,33,1743066652.869215,268,0,"[17.054508209228516, 1.480012059211731]",7
3,33,1743066652.869215,268,1,"[15.911587715148926, 8.798108100891113]",9
3,33,1743066652.869215,268,2,"[2.0570785999298096, 44.644134521484375]",3
3,34,1743066652.8832128,81,0,"[17.054508209228516, 1.480012059211731]",4
3,34,1743066652.8832128,81,1,"[15.911587715148926, 8.798108100891113]",5
3,34,1743066652.8832128,81,2,"[2.0570785999298096, 44.644134521484375]",6
3,35,1743066652.8942127,758,0,"[17.054508209228516, 1.480012059211731]",3
3,35,1743066652.8952131,758,1,"[7.715213775634766, 2.452929973602295]",3
3,35,1743066652.8952131,758,2,"[2.0570785999298096, 44.644134521484375]",6
3,36,1743066652.9052167,340,0,"[17.054508209228516, 1.480012059211731]",5
3,36,1743066652.9052167,340,1,"[7.715213775634766, 2.452929973602295]",1
3,36,1743066652.9062183,340,2,"[2.0570785999298096, 44.644134521484375]",9
3,37,1743066652.9168072,946,0,"[17.054508209228516, 1.480012059211731]",8
3,37,1743066652.9168072,946,1,"[7.715213775634766, 2.452929973602295]",1
3,37,1743066652.9168072,946,2,"[2.0570785999298096, 44.644134521484375]",8
3,38,1743066652.927815,182,0,"[17.054508209228516, 1.480012059211731]",9
3,38,1743066652.9288166,182,1,"[7.715213775634766, 2.452929973602295]",8
3,38,1743066652.9288166,182,2,"[2.0570785999298096, 44.644134521484375]",4
3,39,1743066652.9398243,414,0,"[17.054508209228516, 1.480012059211731]",3
3,39,1743066652.9398243,414,1,"[7.715213775634766, 2.452929973602295]",6
3,39,1743066652.9398243,414,2,"[2.0570785999298096, 44.644134521484375]",4
3,40,1743066652.9503338,896,0,"[17.054508209228516, 1.480012059211731]",4
3,40,1743066652.9503338,896,1,"[7.715213775634766, 2.452929973602295]",3
3,40,1743066652.9503338,896,2,"[2.0570785999298096, 44.644134521484375]",5
3,41,1743066652.9613361,197,0,"[17.054508209228516, 1.480012059211731]",6
3,41,1743066652.9613361,197,1,"[7.715213775634766, 2.452929973602295]",1
3,41,1743066652.9613361,197,2,"[2.0570785999298096, 44.644134521484375]",2
3,42,1743066652.9723382,819,0,"[17.054508209228516, 1.480012059211731]",3
3,42,1743066652.9723382,819,1,"[7.715213775634766, 2.452929973602295]",8
3,42,1743066652.9733377,819,2,"[2.0570785999298096, 44.644134521484375]",8
3,43,1743066652.983981,701,0,"[17.054508209228516, 1.480012059211731]",2
3,43,1743066652.983981,701,1,"[7.715213775634766, 2.452929973602295]",5
3,43,1743066652.983981,701,2,"[2.0570785999298096, 44.644134521484375]",7
3,44,1743066652.9949825,968,0,"[17.054508209228516, 1.480012059211731]",8
3,44,1743066652.9959798,968,1,"[7.715213775634766, 2.452929973602295]",4
3,44,1743066652.9959798,968,2,"[2.0570785999298096, 44.644134521484375]",5
3,45,1743066653.0059822,488,0,"[17.054508209228516, 1.480012059211731]",4
3,45,1743066653.0059822,488,1,"[7.715213775634766, 2.452929973602295]",3
3,45,1743066653.0059822,488,2,"[2.0570785999298096, 44.644134521484375]",1
3,46,1743066653.015978,65,0,"[17.054508209228516, 1.480012059211731]",8
3,46,1743066653.015978,65,1,"[7.715213775634766, 2.452929973602295]",4
3,46,1743066653.015978,65,2,"[2.0570785999298096, 44.644134521484375]",8
3,47,1743066653.0279784,214,0,"[17.054508209228516, 1.480012059211731]",2
3,47,1743066653.0279784,214,1,"[7.715213775634766, 2.452929973602295]",8
3,47,1743066653.0279784,214,2,"[2.0570785999298096, 44.644134521484375]",7
3,48,1743066653.0399885,766,0,"[17.054508209228516, 1.480012059211731]",7
3,48,1743066653.0399885,766,1,"[7.715213775634766, 2.452929973602295]",8
3,48,1743066653.0399885,766,2,"[2.0570785999298096, 44.644134521484375]",7
3,49,1743066653.0514975,434,0,"[17.054508209228516, 1.480012059211731]",7
3,49,1743066653.0514975,434,1,"[7.715213775634766, 2.452929973602295]",4
3,49,1743066653.0514975,434,2,"[2.0570785999298096, 44.644134521484375]",7
4,0,1743066653.0664954,998,0,"[47.0, 60.0]",4
4,0,1743066653.0664954,998,1,"[15.0, 141.0]",2
4,0,1743066653.0664954,998,2,"[12.0, 58.0]",3
4,0,1743066653.0664954,998,3,"[51.0, 221.0]",1
4,1,1743066653.0794995,159,0,"[47.0, 60.0]",2
4,1,1743066653.0794995,159,1,"[15.0, 141.0]",4
4,1,1743066653.0794995,159,2,"[12.0, 58.0]",8
4,1,1743066653.0794995,159,3,"[35.141727447509766, 98.45101165771484]",8
4,2,1743066653.0914996,788,0,"[47.0, 60.0]",4
4,2,1743066653.0914996,788,1,"[15.0, 141.0]",7
4,2,1743066653.0914996,788,2,"[12.0, 58.0]",8
4,2,1743066653.0914996,788,3,"[28.97444725036621, 1.1738533973693848]",3
4,3,1743066653.103497,729,0,"[47.0, 60.0]",6
4,3,1743066653.103497,729,1,"[6.728567123413086, 59.35405349731445]",2
4,3,1743066653.103497,729,2,"[12.0, 58.0]",3
4,3,1743066653.103497,729,3,"[28.97444725036621, 1.1738533973693848]",9
4,4,1743066653.115495,29,0,"[47.0, 60.0]",8
4,4,1743066653.1164987,29,1,"[6.728567123413086, 59.35405349731445]",2
4,4,1743066653.1164987,29,2,"[12.0, 58.0]",8
4,4,1743066653.1164987,29,3,"[28.97444725036621, 1.1738533973693848]",6
4,5,1743066653.1284976,508,0,"[32.658485412597656, 42.76369857788086]",5
4,5,1743066653.1284976,508,1,"[6.728567123413086, 59.35405349731445]",9
4,5,1743066653.1284976,508,2,"[12.0, 58.0]",6
4,5,1743066653.129499,508,3,"[28.97444725036621, 1.1738533973693848]",5
4,6,1743066653.1405036,692,0,"[32.658485412597656, 42.76369857788086]",5
4,6,1743066653.1405036,692,1,"[6.728567123413086, 59.35405349731445]",4
4,6,1743066653.1415033,692,2,"[12.0, 58.0]",5
4,6,1743066653.1415033,692,3,"[28.97444725036621, 1.1738533973693848]",3
4,7,1743066653.1520119,724,0,"[32.658485412597656, 42.76369857788086]",7
4,7,1743066653.153012,724,1,"[6.728567123413086, 59.35405349731445]",7
4,7,1743066653.153012,724,2,"[12.0, 58.0]",2
4,7,1743066653.153012,724,3,"[28.97444725036621, 1.1738533973693848]",2
4,8,1743066653.1640139,537,0,"[32.0012092590332, 38.026546478271484]",2
4,8,1743066653.1640139,537,1,"[6.728567123413086, 59.35405349731445]",2
4,8,1743066653.1640139,537,2,"[12.0, 58.0]",5
4,8,1743066653.1640139,537,3,"[28.97444725036621, 1.1738533973693848]",6
4,9,1743066653.1760154,74,0,"[32.0012092590332, 38.026546478271484]",5
4,9,1743066653.1760154,74,1,"[6.728567123413086, 59.35405349731445]",1
4,9,1743066653.1760154,74,2,"[12.0, 58.0]",6
4,9,1743066653.1760154,74,3,"[28.97444725036621, 1.1738533973693848]",5
4,10,1743066653.1870131,119,0,"[32.0012092590332, 38.026546478271484]",2
4,10,1743066653.1870131,119,1,"[6.728567123413086, 59.35405349731445]",3
4,10,1743066653.1880147,119,2,"[4.712799072265625, 12.339743614196777]",8
4,10,1743066653.1880147,119,3,"[28.97444725036621, 1.1738533973693848]",9
4,11,1743066653.1990116,896,0,"[32.0012092590332, 38.026546478271484]",6
4,11,1743066653.2000148,896,1,"[6.728567123413086, 59.35405349731445]",4
4,11,1743066653.2000148,896,2,"[4.712799072265625, 12.339743614196777]",7
4,11,1743066653.2000148,896,3,"[28.97444725036621, 1.1738533973693848]",7
4,12,1743066653.2120147,261,0,"[32.0012092590332, 38.026546478271484]",3
4,12,1743066653.2120147,261,1,"[6.728567123413086, 59.35405349731445]",4
4,12,1743066653.2120147,261,2,"[4.712799072265625, 12.339743614196777]",8
4,12,1743066653.2120147,261,3,"[28.97444725036621, 1.1738533973693848]",3
4,13,1743066653.223016,246,0,"[32.0012092590332, 38.026546478271484]",7
4,13,1743066653.223016,246,1,"[2.9389684200286865, 23.483238220214844]",1
4,13,1743066653.223016,246,2,"[4.712799072265625, 12.339743614196777]",3
4,13,1743066653.224015,246,3,"[28.97444725036621, 1.1738533973693848]",2
4,14,1743066653.2350204,102,0,"[32.0012092590332, 38.026546478271484]",9
4,14,1743066653.2350204,102,1,"[2.9389684200286865, 23.483238220214844]",1
4,14,1743066653.2350204,102,2,"[4.712799072265625, 12.339743614196777]",4
4,14,1743066653.2350204,102,3,"[28.97444725036621, 1.1738533973693848]",8
4,15,1743066653.2475297,764,0,"[30.856945037841797, 15.868577003479004]",1
4,15,1743066653.2475297,764,1,"[2.9389684200286865, 23.483238220214844]",1
4,15,1743066653.2475297,764,2,"[4.712799072265625, 12.339743614196777]",8
4,15,1743066653.2475297,764,3,"[28.97444725036621, 1.1738533973693848]",1
4,16,1743066653.2585268,616,0,"[30.856945037841797, 15.868577003479004]",3
4,16,1743066653.2595298,616,1,"[2.9389684200286865, 23.483238220214844]",7
4,16,1743066653.2595298,616,2,"[4.712799072265625, 12.339743614196777]",2
4,16,1743066653.2595298,616,3,"[28.97444725036621, 1.1738533973693848]",8
4,17,1743066653.2695284,634,0,"[30.856945037841797, 15.868577003479004]",8
4,17,1743066653.2695284,634,1,"[2.9389684200286865, 23.483238220214844]",9
4,17,1743066653.270529,634,2,"[4.712799072265625, 12.339743614196777]",9
4,17,1743066653.270529,634,3,"[28.97444725036621, 1.1738533973693848]",9
4,18,1743066653.2825294,713,0,"[30.856945037841797, 15.868577003479004]",4
4,18,1743066653.2825294,713,1,"[2.9389684200286865, 23.483238220214844]",2
4,18,1743066653.2825294,713,2,"[4.712799072265625, 12.339743614196777]",9
4,18,1743066653.2825294,713,3,"[28.97444725036621, 1.1738533973693848]",8
4,19,1743066653.2935278,378,0,"[30.856945037841797, 15.868577003479004]",5
4,19,1743066653.2935278,378,1,"[2.9389684200286865, 23.483238220214844]",7
4,19,1743066653.2945287,378,2,"[4.712799072265625, 12.339743614196777]",5
4,19,1743066653.2945287,378,3,"[28.97444725036621, 1.1738533973693848]",6
4,20,1743066653.303527,137,0,"[30.856945037841797, 15.868577003479004]",8
4,20,1743066653.3045301,137,1,"[2.9389684200286865, 23.483238220214844]",4
4,20,1743066653.3045301,137,2,"[4.712799072265625, 12.339743614196777]",8
4,20,1743066653.3045301,137,3,"[28.97444725036621, 1.1738533973693848]",6
4,21,1743066653.3155274,364,0,"[30.856945037841797, 15.868577003479004]",8
4,21,1743066653.3165286,364,1,"[2.9389684200286865, 23.483238220214844]",1
4,21,1743066653.3165286,364,2,"[4.712799072265625, 12.339743614196777]",9
4,21,1743066653.3165286,364,3,"[28.97444725036621, 1.1738533973693848]",2
4,22,1743066653.3285306,796,0,"[30.856945037841797, 15.868577003479004]",7
4,22,1743066653.3285306,796,1,"[2.9389684200286865, 23.483238220214844]",9
4,22,1743066653.3285306,796,2,"[4.712799072265625, 12.339743614196777]",1
4,22,1743066653.3285306,796,3,"[28.97444725036621, 1.1738533973693848]",6
4,23,1743066653.3385367,687,0,"[26.82107925415039, 12.510472297668457]",4
4,23,1743066653.3395367,687,1,"[2.9389684200286865, 23.483238220214844]",2
4,23,1743066653.3395367,687,2,"[4.712799072265625, 12.339743614196777]",6
4,23,1743066653.3395367,687,3,"[28.97444725036621, 1.1738533973693848]",4
4,24,1743066653.3520472,858,0,"[26.82107925415039, 12.510472297668457]",2
4,24,1743066653.3520472,858,1,"[2.9389684200286865, 23.483238220214844]",3
4,24,1743066653.3520472,858,2,"[4.712799072265625, 12.339743614196777]",6
4,24,1743066653.3520472,858,3,"[28.97444725036621, 1.1738533973693848]",9
4,25,1743066653.3630455,892,0,"[26.82107925415039, 12.510472297668457]",5
4,25,1743066653.3630455,892,1,"[2.9389684200286865, 23.483238220214844]",7
4,25,1743066653.3640475,892,2,"[4.712799072265625, 12.339743614196777]",4
4,25,1743066653.3640475,892,3,"[28.97444725036621, 1.1738533973693848]",1
4,26,1743066653.3760467,876,0,"[26.82107925415039, 12.510472297668457]",2
4,26,1743066653.3760467,876,1,"[2.9389684200286865, 23.483238220214844]",6
4,26,1743066653.3760467,876,2,"[4.712799072265625, 12.339743614196777]",6
4,26,1743066653.3770468,876,3,"[28.97444725036621, 1.1738533973693848]",8
4,27,1743066653.3880477,153,0,"[26.82107925415039, 12.510472297668457]",8
4,27,1743066653.3880477,153,1,"[2.9389684200286865, 23.483238220214844]",8
4,27,1743066653.3880477,153,2,"[4.712799072265625, 12.339743614196777]",2
4,27,1743066653.389048,153,3,"[13.891927719116211, 0.054725635796785355]",9
4,28,1743066653.4010458,218,0,"[26.82107925415039, 12.510472297668457]",1
4,28,1743066653.4010458,218,1,"[2.9389684200286865, 23.483238220214844]",3
4,28,1743066653.4010458,218,2,"[4.712799072265625, 12.339743614196777]",9
4,28,1743066653.4010458,218,3,"[13.891927719116211, 0.054725635796785355]",7
4,29,1743066653.4140487,905,0,"[26.82107925415039, 12.510472297668457]",5
4,29,1743066653.4140487,905,1,"[2.9389684200286865, 23.483238220214844]",3
4,29,1743066653.4150486,905,2,"[4.712799072265625, 12.339743614196777]",9
4,29,1743066653.4150486,905,3,"[13.891927719116211, 0.054725635796785355]",2
4,30,1743066653.4270453,403,0,"[26.82107925415039, 12.510472297668457]",5
4,30,1743066653.4280457,403,1,"[2.9389684200286865, 23.483238220214844]",4
4,30,1743066653.4280457,403,2,"[4.712799072265625, 12.339743614196777]",9
4,30,1743066653.4280457,403,3,"[13.891927719116211, 0.054725635796785355]",5
4,31,1743066653.4380493,447,0,"[26.82107925415039, 12.510472297668457]",6
4,31,1743066653.4390519,447,1,"[2.9389684200286865, 23.483238220214844]",7
4,31,1743066653.4390519,447,2,"[4.712799072265625, 12.339743614196777]",7
4,31,1743066653.4390519,447,3,"[13.891927719116211, 0.054725635796785355]",6
4,32,1743066653.4495575,66,0,"[26.82107925415039, 12.510472297668457]",8
4,32,1743066653.4495575,66,1,"[2.9389684200286865, 23.483238220214844]",9
4,32,1743066653.4495575,66,2,"[4.712799072265625, 12.339743614196777]",8
4,32,1743066653.4495575,66,3,"[13.891927719116211, 0.054725635796785355]",4
4,33,1743066653.46056,538,0,"[26.82107925415039, 12.510472297668457]",2
4,33,1743066653.46056,538,1,"[2.9389684200286865, 23.483238220214844]",7
4,33,1743066653.46056,538,2,"[4.712799072265625, 12.339743614196777]",8
4,33,1743066653.46056,538,3,"[13.891927719116211, 0.054725635796785355]",8
4,34,1743066653.4725604,959,0,"[26.82107925415039, 12.510472297668457]",8
4,34,1743066653.4735591,959,1,"[2.9389684200286865, 23.483238220214844]",5
4,34,1743066653.4735591,959,2,"[4.712799072265625, 12.339743614196777]",6
4,34,1743066653.4735591,959,3,"[13.891927719116211, 0.054725635796785355]",2
4,35,1743066653.4845595,628,0,"[15.001800537109375, 10.306412696838379]",5
4,35,1743066653.4845595,628,1,"[2.9389684200286865, 23.483238220214844]",9
4,35,1743066653.4845595,628,2,"[4.712799072265625, 12.339743614196777]",3
4,35,1743066653.4845595,628,3,"[13.891927719116211, 0.054725635796785355]",9
4,36,1743066653.4965568,116,0,"[15.001800537109375, 10.306412696838379]",1
4,36,1743066653.4975572,116,1,"[2.9389684200286865, 23.483238220214844]",6
4,36,1743066653.4975572,116,2,"[4.712799072265625, 12.339743614196777]",1
4,36,1743066653.4975572,116,3,"[13.891927719116211, 0.054725635796785355]",8
4,37,1743066653.5085595,389,0,"[15.001800537109375, 10.306412696838379]",1
4,37,1743066653.5085595,389,1,"[2.9389684200286865, 23.483238220214844]",4
4,37,1743066653.5085595,389,2,"[4.712799072265625, 12.339743614196777]",1
4,37,1743066653.5085595,389,3,"[13.891927719116211, 0.054725635796785355]",1
4,38,1743066653.520558,131,0,"[15.001800537109375, 10.306412696838379]",9
4,38,1743066653.520558,131,1,"[2.9389684200286865, 23.483238220214844]",8
4,38,1743066653.520558,131,2,"[4.712799072265625, 12.339743614196777]",1
4,38,1743066653.520558,131,3,"[13.891927719116211, 0.054725635796785355]",6
4,39,1743066653.531564,176,0,"[15.001800537109375, 10.306412696838379]",1
4,39,1743066653.531564,176,1,"[2.9389684200286865, 23.483238220214844]",6
4,39,1743066653.531564,176,2,"[4.712799072265625, 12.339743614196777]",9
4,39,1743066653.5325663,176,3,"[13.891927719116211, 0.054725635796785355]",8
4,40,1743066653.542566,368,0,"[15.001800537109375, 10.306412696838379]",4
4,40,1743066653.542566,368,1,"[2.9389684200286865, 23.483238220214844]",4
4,40,1743066653.542566,368,2,"[4.712799072265625, 12.339743614196777]",3
4,40,1743066653.542566,368,3,"[13.891927719116211, 0.054725635796785355]",2
4,41,1743066653.5526633,595,0,"[15.001800537109375, 10.306412696838379]",4
4,41,1743066653.5536656,595,1,"[2.9389684200286865, 23.483238220214844]",2
4,41,1743066653.5536656,595,2,"[4.712799072265625, 12.339743614196777]",2
4,41,1743066653.5536656,595,3,"[13.891927719116211, 0.054725635796785355]",3
4,42,1743066653.5646665,662,0,"[15.001800537109375, 10.306412696838379]",8
4,42,1743066653.5646665,662,1,"[2.9389684200286865, 23.483238220214844]",4
4,42,1743066653.5646665,662,2,"[4.712799072265625, 12.339743614196777]",8
4,42,1743066653.5646665,662,3,"[13.891927719116211, 0.054725635796785355]",9
4,43,1743066653.5766664,223,0,"[7.212963581085205, 6.840526580810547]",6
4,43,1743066653.5766664,223,1,"[2.9389684200286865, 23.483238220214844]",8
4,43,1743066653.5766664,223,2,"[4.712799072265625, 12.339743614196777]",1
4,43,1743066653.5766664,223,3,"[13.891927719116211, 0.054725635796785355]",4
4,44,1743066653.586664,844,0,"[7.212963581085205, 6.840526580810547]",6
4,44,1743066653.586664,844,1,"[2.9389684200286865, 23.483238220214844]",9
4,44,1743066653.5876672,844,2,"[4.712799072265625, 12.339743614196777]",5
4,44,1743066653.5876672,844,3,"[13.891927719116211, 0.054725635796785355]",8
4,45,1743066653.5986657,148,0,"[7.212963581085205, 6.840526580810547]",1
4,45,1743066653.5986657,148,1,"[2.9389684200286865, 23.483238220214844]",7
4,45,1743066653.5986657,148,2,"[4.712799072265625, 12.339743614196777]",1
4,45,1743066653.5986657,148,3,"[13.891927719116211, 0.054725635796785355]",3
4,46,1743066653.6106637,239,0,"[7.212963581085205, 6.840526580810547]",8
4,46,1743066653.6106637,239,1,"[2.9389684200286865, 23.483238220214844]",2
4,46,1743066653.6106637,239,2,"[4.712799072265625, 12.339743614196777]",8
4,46,1743066653.6116638,239,3,"[13.891927719116211, 0.054725635796785355]",3
4,47,1743066653.6226656,393,0,"[7.212963581085205, 6.840526580810547]",3
4,47,1743066653.6226656,393,1,"[2.9389684200286865, 23.483238220214844]",2
4,47,1743066653.6236668,393,2,"[4.712799072265625, 12.339743614196777]",1
4,47,1743066653.6236668,393,3,"[13.891927719116211, 0.054725635796785355]",1
4,48,1743066653.6396742,325,0,"[7.212963581085205, 6.840526580810547]",2
4,48,1743066653.6396742,325,1,"[2.9389684200286865, 23.483238220214844]",6
4,48,1743066653.6396742,325,2,"[4.712799072265625, 12.339743614196777]",7
4,48,1743066653.6396742,325,3,"[13.891927719116211, 0.054725635796785355]",6
4,49,1743066653.6541862,37,0,"[7.212963581085205, 6.840526580810547]",3
4,49,1743066653.6541862,37,1,"[2.9389684200286865, 23.483238220214844]",5
4,49,1743066653.6541862,37,2,"[4.712799072265625, 12.339743614196777]",4
4,49,1743066653.6541862,37,3,"[13.891927719116211, 0.054725635796785355]",5
5,0,1743066653.6711845,802,0,"[48.0, 86.0]",5
5,0,1743066653.6721864,802,1,"[30.0, 168.0]",3
5,0,1743066653.6721864,802,2,"[51.0, 135.0]",6
5,0,1743066653.6721864,802,3,"[11.0, 36.0]",7
5,0,1743066653.6721864,802,4,"[61.0, 134.0]",9
5,0,1743066653.6721864,802,5,"[41.0, 122.0]",7
5,0,1743066653.6731837,802,6,"[10.0, 247.0]",6
5,0,1743066653.6731837,802,7,"[11.0, 114.0]",5
5,0,1743066653.6731837,802,8,"[49.0, 86.0]",4
5,0,1743066653.6731837,802,9,"[24.0, 46.0]",7
5,1,1743066653.687185,791,0,"[48.0, 86.0]",7
5,1,1743066653.687185,791,1,"[30.0, 168.0]",1
5,1,1743066653.688186,791,2,"[51.0, 135.0]",2
5,1,1743066653.688186,791,3,"[11.0, 36.0]",4
5,1,1743066653.688186,791,4,"[47.46841812133789, 130.3687286376953]",6
5,1,1743066653.688186,791,5,"[41.0, 122.0]",2
5,1,1743066653.689183,791,6,"[10.0, 247.0]",8
5,1,1743066653.689183,791,7,"[11.0, 114.0]",2
5,1,1743066653.689183,791,8,"[49.0, 86.0]",2
5,1,1743066653.689183,791,9,"[24.0, 46.0]",8
5,2,1743066653.7101858,646,0,"[48.0, 86.0]",1
5,2,1743066653.7101858,646,1,"[30.0, 168.0]",7
5,2,1743066653.7101858,646,2,"[51.0, 135.0]",2
5,2,1743066653.711185,646,3,"[11.0, 36.0]",9
